"";"Category";"Description";"Nutrient_Bank_Number";"Carbohydrate";"Choline";"Niacin";"Protein";"Riboflavin";"Selenium";"Sugar_Total";"Thiamin";"Water";"Fat__Monosaturated_Fat";"Fat__Polysaturated_Fat";"Fat__Saturated_Fat";"Fat__Total_Lipid";"Minerals__Calcium";"Minerals__Copper";"Minerals__Iron";"Minerals__Magnesium";"Minerals__Phosphorus";"Minerals__Potassium";"Minerals__Sodium";"Minerals__Zinc";"Vitamins__Vitamin_A";"Vitamins__Vitamin_B6";"Vitamins__Vitamin_E";"Vitamins__Vitamin_K"
"905";"Guava paste";"Guava paste";91407100;72,56;1,2;0,126;0,1;0,017;0,6;71,62;0,008;26,88;0,004;0,018;0,012;0,27;3;0,028;0,09;2;3;69;2;0,06;4;0,027;0,16;0,6
"906";"Cookie";"Cookie, butter or sugar, with icing or filling other than chocolate";53244020;72,7;4,8;1,712;3,38;0,192;4,8;45,92;0,2;7,99;4,759;2,445;6,898;14,93;21;0,11;1,21;7;59;67;204;0,22;151;0,229;1,65;8,3
"907";"Breakfast bar";"Breakfast bar, NFS";53714500;72,8;34,3;13,5;4,4;1,1;15;35,1;1;14,5;5;0,9;1,5;7,5;41;0,1;4,86;27;103;197;337;4,1;608;1,4;0,76;13,8
"908";"Breakfast bar";"Breakfast bar, cereal crust with fruit filling, lowfat";53714520;72,8;34,3;13,5;4,4;1,1;15;35,1;1;14,5;5;0,9;1,5;7,5;41;0,1;4,86;27;103;197;337;4,1;608;1,4;0,76;13,8
"909";"Raisins";"Raisins, yogurt covered";91739600;72,86;16,9;0,509;4,38;0,182;2,3;64;0,088;9,77;0,235;0,251;10,178;11,48;122;0,161;1,1;28;123;553;52;0,5;0;0,124;0,54;6
"910";"Butterfinger";"Butterfinger";91718100;72,9;15;2,649;5,4;0,062;2,9;45,9;0,121;1,23;5,119;3,164;9,5;18,9;36;0,193;0,79;48;97;220;230;1;0;0,069;1,72;2,2
"911";"M&M's Pretzel Chocolate Candies";"M&M's Pretzel Chocolate Candies";91746200;72,94;29,3;0,433;5;0,203;3,3;50;0,082;4,84;3,302;1,014;8,986;15;50;0,271;0,9;39;135;253;475;1,25;34;0,032;0,37;4,7
"912";"Caramel candy";"Caramel candy, chocolate covered";91703040;72,95;16,8;0,203;5,3;0,266;2,4;62,28;0,105;6,89;2,84;2,995;6,164;13,06;150;0,127;0,65;28;136;250;207;0,87;23;0,051;0,47;2,7
"913";"Coffee";"Coffee, instant, 50% less caffeine, not reconstituted";92191105;73,18;101,9;28,173;14,42;0,074;12,6;0;0,008;3,1;0,041;0,196;0,197;0,5;141;0,139;4,41;327;303;3535;37;0,35;0;0,029;0;1,9
"914";"Cereal";"Cereal, oat, NFS";57000100;73,2;26,2;17,9;12,4;0,1;24,9;4,5;1,3;3,76;2,3;2,4;1,6;6,6;357;0,387;28,9;114;357;633;497;13,4;990;1,79;0,41;2
"915";"Cereal (General Mills Cheerios)";"Cereal (General Mills Cheerios)";57123000;73,2;26,2;17,9;12,4;0,1;24,9;4,5;1,3;3,76;2,3;2,4;1,6;6,6;357;0,387;28,9;114;357;633;497;13,4;990;1,79;0,41;2
"916";"Cereal (Malt-O-Meal Toasted Oat Cereal)";"Cereal (Malt-O-Meal Toasted Oat Cereal)";57306700;73,2;26,2;17,9;12,4;0,1;24,9;4,5;1,3;3,76;2,3;2,4;1,6;6,6;357;0,387;28,9;114;357;633;497;13,4;990;1,79;0,41;2
"917";"Coffee creamer";"Coffee creamer, powder, fat free";12210430;73,4;2,3;0;1,9;0;0,8;73,4;0;6,2;11,5;0,198;3,8;15,7;1;0,01;0,03;0;136;902;229;0,02;1;0;0,26;3,9
"918";"Coffee creamer";"Coffee creamer,powder, fat free, flavored";12210440;73,4;2,3;0;1,9;0;0,8;73,4;0;6,2;11,5;0,198;3,8;15,7;1;0,01;0,03;0;136;902;229;0,02;1;0;0,26;3,9
"919";"Cereal (Kellogg's Special K)";"Cereal (Kellogg's Special K)";57344000;73,4;11;22,6;17,79;1,91;54,9;12,69;1,69;3;0,3;0,4;0,4;1,79;23;0,179;28;12;48;53;667;0,69;500;6,44;15,3;0,1
"920";"Oatmeal cereal";"Oatmeal cereal, baby food, dry, instant";57804000;73,48;27;21,348;10,99;1,586;23,4;11,67;1,431;4,56;1,564;1,748;0,841;6,36;1160;0,419;64,1;110;506;549;21;12,68;0;0,853;12,23;1,4
"921";"Soft fruit confections";"Soft fruit confections";91708020;73,81;5,5;0,178;2,31;0,039;1,4;45,95;0,047;13,88;1,297;6,84;0,898;9,52;17;0,303;0,93;25;54;82;131;0,53;0;0,082;0,1;0,4
"922";"Nutritional powder mix (Slim Fast)";"Nutritional powder mix (Slim Fast)";95210000;73,92;3,4;38,462;8,13;0,654;67,3;38,02;1,442;1,99;10,51;1,19;1,45;13,34;364;0,769;0,68;385;385;247;472;17,31;1034;2,308;51,92;96,2
"923";"Nutritional powder mix";"Nutritional powder mix, sugar free (Slim Fast)";95210010;73,92;3,4;38,462;8,13;0,654;67,3;38,02;1,442;1,99;10,51;1,19;1,45;13,34;364;0,769;0,68;385;385;247;472;17,31;1034;2,308;51,92;96,2
"924";"Coffee";"Coffee, mocha, instant, pre-lightened and pre-sweetened with sugar, not reconstituted";92192000;74,04;31,3;2,263;5,29;0,028;6,2;58,2;0,031;1,7;8,934;1,053;4,934;15,87;271;0,435;0;68;251;1033;317;0,96;1;0,055;0;1,5
"925";"Oatmeal cereal with fruit";"Oatmeal cereal with fruit, baby food, dry, instant, toddler";57806200;74,1;31,6;9,6;10,5;0,86;20,5;11,09;0,75;5,4;3,008;2,29;1,572;7,05;286;0,34;14,3;107;429;346;0;5,7;4;0,38;2,48;7,5
"926";"Meringues";"Meringues";32401000;74,24;0,6;0,066;7,31;0,294;13,8;73,06;0,002;17,86;0;0;0;0,16;5;0,021;0,1;7;10;111;113;0,03;0;0,003;0;0
"927";"Cereal (Kellogg's All-Bran)";"Cereal (Kellogg's All-Bran)";57101000;74,24;49,4;14,8;13,14;2,71;9,4;15,69;2,27;2,12;0,89;2;1,1;4,9;389;1,04;17,6;362;1150;1020;258;12,4;522;12;1,19;5,2
"928";"Cereal (Post Great Grains Raisins";"Cereal (Post Great Grains Raisins, Dates, and Pecans)";57231200;74,3;24,1;9,1;7,9;0,8;30,4;24,1;0,7;8,5;3,8;2,1;0,8;7,1;39;0,4;16,4;87;253;378;247;2,2;407;0,9;0,57;2,6
"929";"Coconut candy";"Coconut candy, Puerto Rican style";91706400;74,38;4,9;0,435;1,31;0,014;4;73,27;0,015;9,99;0,58;0,149;12,092;13,86;10;0,157;0,97;21;57;152;9;0,39;0;0,019;0,09;0,1
"930";"Whey";"Whey, sweet, dry";11825000;74,46;225;1,258;12,93;2,208;27,2;74,46;0,519;3,19;0,297;0,034;0,684;1,07;796;0,07;0,88;176;932;2080;1079;1,97;8;0,584;0,02;0,1
"931";"Fudge";"Fudge, vanilla, with nuts";91713080;74,61;10;0,179;3;0,085;2,2;71;0,051;7,99;2,454;6,614;3,828;13,69;47;0,219;0,41;24;73;103;42;0,56;41;0,077;0,22;0,8
"932";"Yogurt covered fruit snacks candy rolls";"Yogurt covered fruit snacks candy rolls, with high vitamin C";91708160;74,64;7,5;0,1;0,46;0,025;1,2;39,15;0,015;17,59;0,753;0,238;5,096;6,53;430;0,114;0,56;9;18;100;8;0,19;0;0,026;0,41;2,6
"933";"Nutrition bar (Clif Kids Organic Zbar)";"Nutrition bar (Clif Kids Organic Zbar)";53720210;74,72;22,5;0,478;5,55;0,1;14,8;30,56;0,411;7,74;2,447;3,319;2,721;9,72;444;0,187;2,7;82;244;333;375;1,15;0;0,073;0,98;8,7
"934";"Molasses";"Molasses";91303000;74,73;13,3;0,93;0;0,002;17,8;74,72;0,041;21,87;0,032;0,05;0,018;0,1;205;0,487;4,72;242;31;1464;37;0,29;0;0,67;0;0
"935";"Cereal";"Cereal, muesli";57308190;74,9;22,4;9,1;8,6;0,76;21,2;25,1;0,68;10;2,5;1,39;0,6;5,4;36;0,329;8,19;67;225;324;239;2,59;157;3,64;9,82;1,6
"936";"Cereal (Quaker Toasted Oat Bran)";"Cereal (Quaker Toasted Oat Bran)";57327450;74,9;24,6;9,78;12,38;0,82;7;16,34;0,72;4;1,58;2,04;0,91;5,11;242;0,317;29,9;168;518;438;365;7,72;359;0,89;3,11;2,1
"937";"Date";"Date";62110100;75,03;6,3;1,274;2,45;0,066;3;63,35;0,052;20,53;0,036;0,019;0,032;0,39;39;0,206;1,02;43;62;656;2;0,29;0;0,165;0,05;2,7
"938";"Marshmallow";"Marshmallow, chocolate covered";91723010;75,03;9;0,256;2,43;0,073;2;55,74;0,007;11,63;3,422;0,33;6,063;10,4;9;0,24;0,99;35;50;90;61;0,48;0;0,015;0,08;1,9
"939";"Sweet potato paste";"Sweet potato paste";91407120;75,04;3,2;0,161;0,41;0,027;0,5;71,58;0,017;24,05;0;0,018;0,009;0,27;9;0,033;0,25;6;10;70;9;0,07;236;0,05;0,28;0,6
"940";"Coffee";"Coffee, instant, not reconstituted";92191100;75,4;101,9;28,173;12,2;0,074;12,6;0;0,008;3,1;0,041;0,196;0,197;0,5;141;0,139;4,41;327;303;3535;37;0,35;0;0,029;0;1,9
"941";"Coffee creamer";"Coffee creamer, powder, flavored";12210420;75,42;0,5;0,084;0,68;0,027;1,3;58,01;0,004;1,52;0,618;0,229;19,446;21,47;5;0,135;0,63;17;28;90;123;0,23;0;0,004;0,41;9,1
"942";"Papaya";"Papaya, dried";62114110;75,43;16,2;0,853;1,25;0,073;1,9;67,55;0,043;21,42;0,191;0,154;0,215;0,84;54;0,123;0,69;56;27;484;22;0,22;62;0,091;0,8;6,9
"943";"Cereal (General Mills Reese's Puffs)";"Cereal (General Mills Reese's Puffs)";57335550;75,6;18,4;17,2;6,8;1,5;6,5;35,3;1,3;2,6;4,7;3,7;2,1;11,1;345;0,229;15,5;55;207;244;555;12,9;495;1,724;23,64;1,8
"944";"Cereal";"Cereal, toasted oat";57401100;75,96;14,9;17,857;10,71;1,518;47;3,57;1,339;3,68;1,786;1,786;0,926;5,36;357;0,429;32,14;143;536;607;571;13,39;1071;1,786;0,43;1,3
"945";"Coffee";"Coffee, instant, decaffeinated, not reconstituted";92191200;76;101,9;28,075;11,6;1,36;17,3;0;0;3,2;0,021;0,101;0,101;0,2;140;0,069;3,8;311;286;3501;23;0,11;0;0;0;1,9
"946";"Cookie";"Cookie, gluten free";53261000;76,03;19,6;0,39;2,19;0,076;0;49;0,05;2,84;6,142;1,807;7,905;17,89;19;0,261;2,81;40;70;157;275;0,66;0;0;2,31;25,6
"947";"Cereal (General Mills Cheerios Protein)";"Cereal (General Mills Cheerios Protein)";57316385;76,13;40,6;15,885;12,39;0,801;16,5;29,48;1,307;2,94;1,436;1,559;0,929;5,07;325;0,433;20,64;86;363;484;477;12,69;730;1,634;0,36;1,7
"948";"Popcorn";"Popcorn, chocolate coated";54403160;76,37;22,2;2,181;5,34;0,086;4,6;47,66;0,066;2,8;3,025;4,044;4,024;12,79;51;0,482;2,93;81;147;249;493;1,19;2;0,037;1,08;11,4
"949";"Agave liquid sweetener";"Agave liquid sweetener";91302020;76,37;13,3;0,689;0,09;0,165;1,7;68,03;0,122;22,94;0;0;0;0,45;1;0,009;0,09;1;1;4;4;0,01;8;0,234;0,98;22,5
"950";"Cereal";"Cereal, puffed wheat, plain";57416000;76,39;32,7;5,286;16,26;0,397;123,1;1,37;0,639;3,69;0,313;1,073;0,413;2,15;24;0,453;4,41;133;331;364;5;3,07;0;0,13;0;2
"951";"Fruit bar";"Fruit bar, with added vitamin C, baby food, toddler";67100110;76,61;14,5;0,334;0,82;0,046;1,4;68,65;0,041;19,09;0,092;0,664;0,364;2,24;18;0,242;1,05;9;23;312;14;0,14;12;0,201;0,96;2,5
"952";"Gerber Finger Foods";"Gerber Finger Foods, Puffs, baby food";54350010;76,68;22,9;11,25;6,4;1,6;37,5;28;1,4;3,7;3,13;3,638;1,646;9,9;400;0,22;22,5;27;709;114;0;4;0;0,05;3,9;15
"953";"Gerber Graduates Finger Snacks Cereal";"Gerber Graduates Finger Snacks Cereal, baby food";57830100;76,68;22,9;11,25;6,4;1,6;37,5;28;1,4;3,7;3,13;3,638;1,646;9,9;400;0,22;22,5;27;709;114;0;4;0;0,05;3,9;15
"954";"Pretzel chips";"Pretzel chips, hard, gluten free";54408115;76,7;2,8;0,226;3,43;0,003;2,1;4,12;0,015;6,75;2,347;0,615;3,226;6,51;1;0,051;0,45;7;20;67;2473;0,09;0;0,05;1,04;0,5
"955";"Fudge";"Fudge, chocolate";91713030;76,7;10;0,176;2,39;0,085;2,5;73,12;0,026;9,81;2,943;0,373;6,448;10,41;49;0,329;1,77;36;71;134;45;1,11;44;0,012;0,18;1,4
"956";"Corn syrup";"Corn syrup";91301030;76,79;0;0;0;0;0,7;76,77;0,059;22,81;0;0;0;0,2;13;0;0;1;0;1;62;0,44;0;0;0;0
"957";"Currants";"Currants, dried";62108100;76,98;10,6;1,615;3,43;0,142;0,7;62,28;0,16;17,6;0,021;0,047;0,085;0,22;88;0,298;1,88;36;99;777;43;0,37;4;0,296;0,11;3,3
"958";"Caramel";"Caramel, flavor other than chocolate";91703020;77;8;0,148;4,6;0,256;1,8;65,5;0,103;8,5;1,542;3,478;2,476;8,1;138;0,018;0,14;17;114;214;245;0,44;12;0,056;0,46;1,8
"959";"Mixed cereal with bananas";"Mixed cereal with bananas, baby food, dry, instant";57806000;77,1;28,6;20,56;10,7;3,56;20;6,68;3,78;4,5;1,223;1,734;0,846;4,6;696;0,256;47,5;90;367;668;0;1,4;6;0,408;0,51;3,5
"960";"Cereal (Kellogg's Raisin Bran)";"Cereal (Kellogg's Raisin Bran)";57330000;77,29;24,3;13,8;7,72;1,08;4,6;31,3;0,753;10,4;0,339;0,949;0,48;2,72;43;0,456;12,33;122;347;653;356;3,39;386;1,843;0,66;2,1
"961";"Crackers";"Crackers, rice and nuts";54319005;77,41;34,6;5,357;10,78;0,184;23,5;0,37;0,406;0,29;5,404;2,595;0,346;8,85;21;0,36;0,29;164;368;278;360;2,27;0;0,519;3,01;2,2
"962";"Mexican chocolate";"Mexican chocolate, tablet";91705500;77,41;45,6;1,829;3,64;0,105;1,8;69,4;0,057;1,59;5,044;1,162;8,606;15,59;34;0,67;2,18;95;142;397;3;1,26;0;0,034;0,36;2,2
"963";"Popcorn";"Popcorn, air-popped, unbuttered";54403010;77,47;21,1;2,299;12,89;0,083;0;0,87;0,104;3,31;0,946;2,309;0,634;4,52;7;0,261;3,18;143;357;328;162;3,07;10;0,156;0,29;1,2
"964";"Pretzel chips";"Pretzel chips, hard, flavored";54408110;77,52;28,4;5,082;9,68;0,32;4,2;2,13;0,409;3,03;0,701;1,245;0,377;2,82;28;0,15;4,42;28;123;215;2577;1;0;0,071;0,45;2,7
"965";"Cereal or granola bar";"Cereal or granola bar, nonfat";53712210;77,6;22,6;0,4;5,9;0,07;8,3;45,24;0,03;13,7;0,24;0,35;0,2;0,9;3;0,234;4;50;122;220;16;1,42;1;1,59;0,22;1,3
"966";"Pretzels";"Pretzels, hard, flavored, gluten free";54408082;77,69;2,9;0,229;3,48;0,003;2,2;4,17;0,015;6,83;2,791;1,03;3,403;7,58;0;0,051;0,46;7;21;68;1625;0,09;0;0,05;1,17;1,7
"967";"Cereal (Quaker Life)";"Cereal (Quaker Life)";57304100;77,74;24;17,18;9,98;1,49;23;19,43;1,28;4,3;1,48;1,42;0,83;4,43;351;0,277;29,33;98;423;283;501;13,78;2;1,8;0,61;1,2
"968";"Fudge";"Fudge, brown sugar, penuche";91713100;77,74;10;0,245;2,1;0,067;2,2;75,85;0,085;8,46;5,623;3,064;1,11;10,24;106;0,177;0,84;24;63;193;319;0,66;21;0,063;0,38;2,7
"969";"Pralines";"Pralines";91735000;77,74;10;0,245;2,1;0,067;2,2;75,85;0,085;8,46;5,623;3,064;1,11;10,24;106;0,177;0,84;24;63;193;319;0,66;21;0,063;0,38;2,7
"970";"Cereal (Quaker Oatmeal Squares)";"Cereal (Quaker Oatmeal Squares)";57327500;77,77;31,6;9,57;11,38;0,85;6,9;16,69;0,683;2,75;1,594;1,523;0,873;4,83;201;0,474;29,3;115;371;357;347;7,18;356;0,88;4,86;1,6
"971";"3 MUSKETEERS Bar";"3 MUSKETEERS Bar";91726420;77,77;12,2;0,23;2,6;0,056;1,9;66,89;0,034;5,8;2,373;0,316;8,646;12,75;54;0,155;0,67;29;69;133;194;0,55;20;0,015;0,98;2,9
"972";"Graham crackers";"Graham crackers, reduced fat";54102100;77,96;12,3;3,818;5,71;0,236;33,7;22,86;0,453;8,01;1,718;3,367;0;5,71;429;0,197;3,09;56;163;171;629;1,16;0;0,158;0,86;2,5
"973";"Cereal (General Mills Cinnamon Toast Crunch)";"Cereal (General Mills Cinnamon Toast Crunch)";57125000;77,99;13,1;24,533;5,45;2,067;4,7;30,3;2,467;3,24;4,92;2,11;0,975;10,25;444;0,192;20,48;54;199;201;567;18,12;918;2,7;2,14;9,4
"974";"Oatmeal cereal with bananas";"Oatmeal cereal with bananas, baby food, dry, instant";57806100;78,07;28,7;13;6,67;1;20,5;26,66;0,833;4,7;1,429;2,186;1,267;6,67;800;0,391;45;118;267;600;33;1,9;0;0,66;5;3
"975";"Cereal (General Mills Oatmeal Crisp with Almonds)";"Cereal (General Mills Oatmeal Crisp with Almonds)";57316450;78,09;32,4;6,69;9,89;0,1;17,3;22,89;0,2;2,9;3,1;2,2;1,1;6,69;33;0,345;15;67;167;336;212;1,5;0;0,66;1,46;1,6
"976";"Toffee";"Toffee, plain";91760000;78,17;8,1;0,15;4,67;0,26;1,8;66,5;0,105;7,11;1,565;3,531;2,514;8,22;140;0,018;0,14;17;116;217;249;0,45;12;0,057;0,47;1,8
"977";"Cereal (General Mills 25% Less Sugar Cinnamon Toast Crunch)";"Cereal (General Mills 25% Less Sugar Cinnamon Toast Crunch)";57125010;78,19;12,4;14,3;5,09;1,2;6,9;21,39;1,1;2,5;6,5;2,09;1;9,89;714;0,154;12,89;57;357;167;565;10,69;426;1,42;1,74;7,8
"978";"Mixed cereal";"Mixed cereal, baby food, dry, instant";57803000;78,21;23,2;15;6,66;1,333;25,9;26,66;1,166;6,7;1,206;1,697;0,769;6,66;800;0,334;30;100;333;467;33;10,66;0;1,166;4,21;1,5
"979";"Cereal (Malt-O-Meal Cinnamon Toasters)";"Cereal (Malt-O-Meal Cinnamon Toasters)";57305165;78,33;16,1;16,67;3,32;1,41;25,3;32,86;1,25;3;3,92;4,13;1,85;12,06;333;0,133;30;27;250;157;473;12,5;498;1,66;0,43;1,6
"980";"Coffee substitute";"Coffee substitute, dry powder";92291300;78,42;13,4;17,664;6,01;0,095;64,1;4,63;0,413;7,99;0,356;1,225;0,603;2,52;58;0,208;4,6;244;580;2443;83;0,51;0;0,747;0,98;1,6
"981";"Pretzel chips";"Pretzel chips, hard, plain";54408105;78,43;28,8;5,141;9,8;0,324;4,3;2,16;0,414;3,06;0,709;1,26;0,381;2,86;28;0,152;4,47;28;125;218;2154;1,01;0;0,072;0,46;2,7
"982";"Popcorn";"Popcorn, caramel coated";54403110;78,47;23,3;2,183;3,77;0,069;3,6;52,77;0,064;2,78;2,857;4,444;3,581;12,7;43;0,118;1,73;35;82;108;512;0,57;2;0,028;1,19;12,4
"983";"Mango";"Mango, dried";62114050;78,58;23,7;2;2,45;0,085;2,1;66,27;0,062;16,6;0,439;0,222;0,287;1,18;0;0,3;0,23;20;50;279;162;0,3;67;0,334;4,02;13,2
"984";"Cereal (Kashi 7 Whole Grain Puffs)";"Cereal (Kashi 7 Whole Grain Puffs)";57301500;78,6;31,8;3,2;13;0,14;37,2;0,93;0,12;4;0,58;1,053;0,463;2,3;38;0,428;3;153;240;277;9;3,11;0;0,373;1,06;2,6
"985";"Pretzels";"Pretzels, hard, plain, gluten free";54408081;78,62;2,9;0,232;3,52;0,003;2,2;4,22;0,015;6,91;2,406;0,63;3,307;6,67;0;0,052;0,46;7;21;69;1567;0,09;0;0,051;1,07;0,5
"986";"Fruit mixture";"Fruit mixture, dried";62101050;78,62;11,8;1,006;2,28;0,087;0,9;66,33;0,065;17,22;0,153;0,111;0,104;0,62;39;0,219;1,3;24;64;531;32;0,28;25;0,146;1,52;5,7
"987";"Cereal (Quaker Cap'n Crunch's Peanut Butter Crunch)";"Cereal (Quaker Cap'n Crunch's Peanut Butter Crunch)";57120000;78,65;14,7;20,36;7,1;1,732;7,5;33,36;1,53;2,5;2,641;2,148;3,92;9,23;9;0,111;18,36;69;194;236;742;15,29;8;2,038;0,61;0,2
"988";"Cereal (Kashi Heart to Heart Honey Toasted Oat)";"Cereal (Kashi Heart to Heart Honey Toasted Oat)";57301530;78,69;19,5;1;11,39;0,07;21,4;15,5;0,31;2,5;1,79;1,79;1;5;41;0,251;2,4;7;38;243;267;0,1;189;6,05;60,97;2,4
"989";"Cereal (Post Raisin Bran)";"Cereal (Post Raisin Bran)";57331000;78,9;27,3;8,5;7,6;0,7;5,9;32,9;0,6;8,6;0,349;0,796;0,296;1,6;44;0,4;18,3;168;339;525;382;3,8;380;0,8;0,54;1,9
"990";"Topping";"Topping, marshmallow";91304040;79;0,1;0,076;0,8;0,001;1,9;46,8;0,001;19,8;0,08;0,047;0,056;0,3;3;0,095;0,22;2;8;5;80;0,04;0;0,002;0;0
"991";"Raisins";"Raisins";62125100;79,32;11,1;0,766;3,3;0,125;0,6;65,18;0,106;15,46;0,024;0,053;0,094;0,25;62;0,272;1,79;36;98;744;26;0,36;0;0,174;0,12;3,5
"992";"Cereal";"Cereal, ready-to-eat, NFS";57100100;79,47;18,2;21,567;9,05;1,126;16,4;22,17;1,667;3,55;1,373;1,486;0,938;4,81;292;0,246;25,44;79;269;416;514;11,41;800;2,403;0,35;1,7
"993";"Cereal (Post Honey Bunches of Oats with Almonds)";"Cereal (Post Honey Bunches of Oats with Almonds)";57237300;79,6;21,4;15,6;7,7;1,3;12;20;1,2;2,9;4;2,1;0,8;7,3;35;0,2;33,8;61;172;211;417;0,9;680;1,6;1,86;3,1
"994";"Cereal";"Cereal, raisin bran";57329000;79,64;25,7;8,485;7,62;0,71;22,2;32,97;0,615;8,05;0,353;0,852;0,36;1,74;38;0,454;16,77;152;339;536;424;5,08;316;0,825;0,36;1,1
"995";"Cereal (General Mills Cheerios Honey Nut)";"Cereal (General Mills Cheerios Honey Nut)";57241000;79,69;20,6;21,4;8,85;1,867;16;32,89;1,917;2,86;1,104;1,024;0,529;5;425;0,234;20,58;90;328;412;566;17,17;834;2,267;0,48;2,3
"996";"Cereal (Malt-O-Meal Honey Nut Toasty O's)";"Cereal (Malt-O-Meal Honey Nut Toasty O's)";57305500;79,69;20,6;21,4;8,85;1,867;16;32,89;1,917;2,86;1,104;1,024;0,529;5;425;0,234;20,58;90;328;412;566;17,17;834;2,267;0,48;2,3
"997";"Cereal (General Mills Cheerios Frosted)";"Cereal (General Mills Cheerios Frosted)";57213850;79,8;28,5;18,5;9;1,6;21,6;32;1,39;2,2;1,7;1,79;1,1;4,69;370;0,269;16,7;89;296;254;553;13,89;554;1,85;0,33;1,5
"998";"Cereal (General Mills Cheerios Apple Cinnamon)";"Cereal (General Mills Cheerios Apple Cinnamon)";57103100;79,9;17,7;16,7;8,3;1,39;18,8;34,2;1,29;2,29;2,79;1,89;1,1;6,09;333;0,251;15;80;267;248;390;12,5;498;1,66;0,68;3,1
"999";"Rice cereal with bananas";"Rice cereal with bananas, baby food, dry, instant";57805100;79,9;25,8;23,32;8,7;3,8;11,6;16,7;3,97;4,7;0,986;1,503;0,978;4,2;691;0,254;47,5;141;410;769;0;1,5;1;0,686;0,37;3,8
"1000";"Blueberries";"Blueberries, dried";62105000;80;18,5;1,154;2,5;0,127;0,6;67,5;0,092;14,8;0,405;1,3;0,2;2,5;19;0,16;0,9;18;36;214;3;0,49;7;0,152;2,35;59,4
"1001";"Multigrain";"Multigrain, whole grain cereal, baby food, dry, instant";57806050;80,06;27,1;15;6,67;1,33;31,7;26,67;1,166;4,58;1,291;2,596;1,058;6,67;800;0,225;30;95;333;467;33;10,67;0;1,166;4,22;7
"1002";"Popcorn cake";"Popcorn cake";54319020;80,1;22,4;6,006;9,7;0,178;9,9;0,72;0,075;5;0,92;1,35;0,48;3,1;9;0,569;1,87;159;277;327;288;3,99;4;0,181;0,29;1,1
"1003";"Cereal (Post Alpha-Bits)";"Cereal (Post Alpha-Bits)";57103000;80,3;25,6;16,7;10;1,4;20,9;21;1,3;1,2;1,5;1,8;1,1;4,6;35;0,3;30;99;309;267;592;5;741;1,7;0,31;1,4
"1004";"Fondant";"Fondant, chocolate covered";91707010;80,4;2,8;0,575;2,2;0,058;1,6;71,42;0,026;7,7;3,09;0,3;5,46;9,3;17;0,43;1,56;63;95;168;26;0,45;0;0,01;0,13;2,1
"1005";"Cookie";"Cookie, meringue";53228000;80,44;0,5;0,052;5,75;0,236;11;80,35;0,002;12,54;0;0;0;0,34;5;0,019;0,1;6;8;153;243;0,03;0;0,003;0;0
"1006";"Cherries";"Cherries, dried";62106000;80,45;14,7;0,867;1,25;0,101;0,4;67,15;0,058;16,6;0,177;0,194;0,146;0,73;38;0,229;0,68;22;36;376;13;0,25;141;0,101;0,17;5,1
"1007";"Cereal (Post Grape-Nuts)";"Cereal (Post Grape-Nuts)";57230000;80,49;31,9;8,62;11,22;0,12;9,1;8,86;0,65;3,5;0,21;0,78;0,34;1,81;32;0,34;28;124;467;400;465;2,07;0;0,86;0,62;2
"1008";"Cereal (General Mills Cheerios Berry Burst)";"Cereal (General Mills Cheerios Berry Burst)";57106260;80,5;27,4;18,5;8,8;1,6;18,5;27;1,4;2,04;1,6;1,6;1;4,5;370;0,253;16,7;89;222;230;639;13,9;549;1,852;0,44;4,1
"1009";"Cereal (Post Bran Flakes)";"Cereal (Post Bran Flakes)";57209000;80,5;33,5;16,7;9,9;1,4;52,5;18,6;1,3;3,4;0,3;1,2;0,4;2,1;44;0,5;28;229;449;533;540;5;749;1,7;0,77;1,4
"1010";"Cereal (General Mills Cheerios Oat Cluster Crunch)";"Cereal (General Mills Cheerios Oat Cluster Crunch)";57316380;80,7;28,3;18,5;8,5;1,6;21,1;27,9;1,4;2,6;1,6;1,8;1;4,6;296;0,282;16,7;59;222;285;489;13,9;554;1,852;0,31;1,4
"1011";"Cereal (General Mills Lucky Charms)";"Cereal (General Mills Lucky Charms)";57305100;80,89;16,1;25,3;7,67;1,723;14,6;36,13;1,737;4,15;1,586;1,542;0,885;5,02;434;0,213;22,27;74;289;222;648;18,62;847;3,01;0,45;1,4
"1012";"Cereal (General Mills Chex Chocolate)";"Cereal (General Mills Chex Chocolate)";57124030;81,09;12,9;14,3;4,8;1,2;13,8;26,2;1,1;2,19;5;1,6;1,6;8,39;286;0,25;25,7;29;143;186;629;10,69;429;1,42;1,69;4,9
"1013";"Cereal (Post Honey Bunches of Oats Honey Roasted)";"Cereal (Post Honey Bunches of Oats Honey Roasted)";57237100;81,19;13,4;17,8;7,12;1,25;7,3;19,79;1,223;5;2,831;1,307;0,64;5,46;23;0,59;34,82;50;156;209;454;5,03;806;2,64;1,22;3
"1014";"Cereal (Kellogg's Special K Chocolatey Delight)";"Cereal (Kellogg's Special K Chocolatey Delight)";57344005;81,2;28,5;22,6;6,5;1,92;31,6;29,9;1,69;3;0,2;0,6;6,3;7,3;18;0,38;26,1;61;175;272;582;1,4;725;2,26;0,53;1,8
"1015";"Cereal (Kellogg's Special K Cinnamon Pecan)";"Cereal (Kellogg's Special K Cinnamon Pecan)";57344025;81,2;18,7;23,3;7,5;1,98;29,2;24;1,75;3;2,8;2,1;0,7;6;30;0,312;27;67;191;267;650;1,5;750;2,33;0,44;0,9
