"";"Category";"Description";"Nutrient_Bank_Number";"Carbohydrate";"Choline";"Niacin";"Protein";"Riboflavin";"Selenium";"Sugar_Total";"Thiamin";"Water";"Fat__Monosaturated_Fat";"Fat__Polysaturated_Fat";"Fat__Saturated_Fat";"Fat__Total_Lipid";"Minerals__Calcium";"Minerals__Copper";"Minerals__Iron";"Minerals__Magnesium";"Minerals__Phosphorus";"Minerals__Potassium";"Minerals__Sodium";"Minerals__Zinc";"Vitamins__Vitamin_A";"Vitamins__Vitamin_B6";"Vitamins__Vitamin_E";"Vitamins__Vitamin_K"
"1016";"Cereal";"Cereal, bran flakes";57207000;81,25;31,2;16,95;9,65;1,45;50,2;16,9;1,3;3,35;0,9;1,35;0,45;2,9;40;0,4;27,95;165;364;434;505;6,4;762;1,7;0,79;2
"1017";"Marshmallow";"Marshmallow";91723000;81,3;0,1;0,078;1,8;0,001;1,7;57,56;0,001;16,4;0,08;0,047;0,056;0,2;3;0,097;0,23;2;8;5;80;0,04;0;0,003;0;0
"1018";"Cereal (General Mills Cheerios Multigrain)";"Cereal (General Mills Cheerios Multigrain)";57308400;81,4;23,6;17,2;8,3;1,5;27,7;21,2;1,29;2,5;1,2;1,7;0,89;4,09;345;0,265;27,89;55;276;483;401;12,89;502;1,72;0,62;1,8
"1019";"Pineapple";"Pineapple, dried";62120100;81,54;14,6;1,195;1,43;0,085;0,5;72,94;0,147;15,95;0,035;0,106;0,024;0,47;35;0,295;0,79;32;21;290;3;0,32;4;0,268;0,05;1,9
"1020";"Cereal (Malt-O-Meal Colossal Crunch)";"Cereal (Malt-O-Meal Colossal Crunch)";57305174;81,59;9;16,67;3,64;1,41;6;42,5;1,25;2,5;1,47;0,69;2,24;5,28;0;0,06;30;5;57;110;806;12,5;479;1,66;0,15;0
"1021";"Cereal (Kellogg's All-Bran Complete Wheat Flakes)";"Cereal (Kellogg's All-Bran Complete Wheat Flakes)";57208000;81,6;35;69;10,2;5,86;10,5;18,8;5,17;2,5;0,4;1,3;0,4;2,5;39;0,5;62,1;138;517;518;718;51,7;776;6,9;46,35;1,4
"1022";"Cereal (Post Honey Bunches of Oats with Vanilla Bunches)";"Cereal (Post Honey Bunches of Oats with Vanilla Bunches)";57237200;81,8;22,9;8,9;7,9;0,8;7,3;20,7;0,7;3;2,5;1,7;0,6;5,1;33;0,3;28,9;75;232;262;267;6,7;527;0,9;0,94;3,3
"1023";"Cereal (Malt-O-Meal Blueberry Muffin Tops)";"Cereal (Malt-O-Meal Blueberry Muffin Tops)";57305160;81,81;26,1;9,09;9,09;0,76;52;20;0,68;5,5;0,797;0,721;0,228;1,94;29;0,364;29,45;100;273;327;18;6,82;0;0,91;0,86;1,6
"1024";"Cereal (Kellogg's Krave)";"Cereal (Kellogg's Krave)";57303200;82,08;27,1;21,524;6,19;1,829;30,1;33,23;1,61;2,86;0,19;0,571;6;6,97;17;0,362;24,86;58;167;259;554;1,33;690;2,152;0,5;1,7
"1025";"Fudge";"Fudge, vanilla";91713070;82,15;5,3;0,038;1,05;0,074;1,7;79,77;0,014;10,85;1,399;0,227;3,382;5,45;38;0,004;0,02;3;30;49;47;0,15;46;0,009;0,14;0,5
"1026";"Taffy";"Taffy";91750000;82,15;0,6;0,021;0,81;0,012;0,9;55,59;0,016;8,46;0,258;0,084;7,208;8,03;9;0,016;0,06;2;11;12;75;0,12;0;0,002;0,32;1,6
"1027";"Cereal (General Mills Chex Wheat)";"Cereal (General Mills Chex Wheat)";57411000;82,2;28,5;10,6;9,8;0,9;5;10,3;0,8;2,5;0,3;1;0,4;1,8;213;0,397;30,6;85;319;369;570;11,2;317;1,064;0,68;1,8
"1028";"Cereal (General Mills Chex Cinnamon)";"Cereal (General Mills Chex Cinnamon)";57124050;82,4;12,4;16,7;5;1,39;13,8;26,1;1,29;2,31;4,3;1,2;0,6;6,59;333;0,211;27;27;67;126;605;12,5;749;1,66;1,51;5,3
"1029";"Honey";"Honey";91302010;82,4;2,2;0,121;0,3;0,038;0,8;82,12;0;17,1;0;0;0;0;6;0,036;0,42;2;4;52;4;0,22;0;0,024;0;0
"1030";"Crackers";"Crackers, rice";54319000;82,64;33,4;5,537;10;0,101;25,5;0;0,436;0,11;3,021;1,641;0;5;0;0,301;0;156;362;243;233;2,2;0;0,554;1,26;2,1
"1031";"Fruit peel";"Fruit peel, candied";91708000;82,74;2,2;0;0,34;0;0,6;80,68;0;16,7;0,008;0,02;0,01;0,07;18;0,029;0,17;4;5;56;98;0,05;1;0;0,04;0,3
"1032";"Cereal (Malt-O-Meal Marshmallow Mateys)";"Cereal (Malt-O-Meal Marshmallow Mateys)";57305600;82,77;19,4;16,67;6,94;1,41;14,6;40,91;1,25;2,19;1,42;1,3;0,719;3,53;333;0,202;30;71;232;186;667;12,5;500;1,66;0,2;0,9
"1033";"Cranberries";"Cranberries, dried";62109100;82,8;8,3;0,548;0,17;0,028;0,6;72,56;0,013;15,79;0,298;0,182;0,088;1,09;9;0,063;0,39;4;8;49;5;0,1;2;0,038;2,1;7,6
"1034";"Cereal";"Cereal, corn puffs";57137000;82,82;15,3;24,25;7,69;2;8,5;9,76;1,955;2,79;0,99;1,277;0,576;3,46;570;0,142;32;51;189;223;596;17,42;879;2,3;0,3;0,2
"1035";"Cereal (General Mills Kix)";"Cereal (General Mills Kix)";57303100;82,82;15,3;24,25;7,69;2;8,5;9,76;1,955;2,79;0,99;1,277;0,576;3,46;570;0,142;32;51;189;223;596;17,42;879;2,3;0,3;0,2
"1036";"Fudge";"Fudge, divinity";91713090;82,92;4,3;0,071;4,26;0,067;4,8;81,93;0,023;4,26;2,014;4,753;0,454;8,01;13;0,184;0,45;28;68;87;64;0,56;0;0,076;0,27;0,4
"1037";"Coffee";"Coffee, instant, pre-lightened and pre-sweetened with sugar, not reconstituted";92193000;82,96;13,9;3,622;2,4;0,02;1,9;56,07;0,001;1,41;3,294;0,162;6,453;11,29;19;0,028;0,68;43;136;680;47;0,07;0;0,004;0,42;0,8
"1038";"Cereal (General Mills Honey Kix)";"Cereal (General Mills Honey Kix)";57303105;83;16,4;21,2;6,4;2,29;13,1;18,2;2,29;2,37;1,002;1,5;0,535;3,9;455;0,12;38,2;49;182;212;582;18,2;868;2,72;0;0,2
"1039";"Cereal (Kellogg's Special K Vanilla Almond)";"Cereal (Kellogg's Special K Vanilla Almond)";57344020;83;17,4;23,29;7,8;1,98;28,5;29,2;1,75;3;2;1,1;0,4;4;34;0,279;27;74;204;254;559;1,6;749;2,32;1,64;0,7
"1040";"Rice cereal";"Rice cereal, baby food, dry, instant";57805000;83,14;18;23,006;6,65;1,459;5;4,85;1,195;5,13;0,42;0,784;0,234;2,19;860;0,231;53,01;37;273;281;32;10,92;0;0,885;5;0,5
"1041";"Nougat";"Nougat, chocolate covered";91726410;83,15;16,6;0,452;4,54;0,19;3,1;46,8;0,041;1,97;2,012;0,385;6,383;9,51;76;0,234;1,08;41;98;180;46;0,95;17;0,024;2,14;1,6
"1042";"Whole wheat cereal with apples";"Whole wheat cereal with apples, baby food, dry, instant";57807010;83,2;42,1;13,33;6,6;1;64,7;26,66;0,33;1,7;1,277;1,866;0,639;4,8;600;0,62;45;140;200;500;66;2,6;0;0,66;5;8,3
"1043";"Cereal (General Mills Wheaties)";"Cereal (General Mills Wheaties)";57418000;83,3;32,9;37;8,3;3,1;4,7;15,2;2,8;2,6;0,4;1,2;0,5;2,3;74;0,267;33,3;89;296;328;732;27,8;554;3,704;0,64;1,7
"1044";"Cereal (Kellogg's Frosted Mini-Wheats)";"Cereal (Kellogg's Frosted Mini-Wheats)";57214000;83,4;25,3;8,6;9,2;0,73;4,1;20,3;0,65;4,8;0,2;0,9;0,4;1,6;28;0,35;28;86;368;363;2;2,7;0;0,86;0,67;1,6
"1045";"Cereal (General Mills Cheerios Chocolate)";"Cereal (General Mills Cheerios Chocolate)";57124100;83,5;17,4;18,5;5,8;1,6;13,2;34,09;1,39;2,2;1,6;2,2;1;5,09;370;0,245;16,7;59;222;282;556;13,89;533;1,85;0,59;1,8
"1046";"Cereal (Post Shredded Wheat Honey Nut)";"Cereal (Post Shredded Wheat Honey Nut)";57241200;83,6;20;8,5;8,5;0,7;40,9;20,7;0,6;3;1,2;1,2;0,4;2,9;38;0,3;28;93;274;348;102;2,5;0;0,8;1,2;1,5
"1047";"Cereal (Quaker Honey Graham Oh's)";"Cereal (Quaker Honey Graham Oh's)";57316710;83,65;7;4,334;3,92;0,572;7,8;43,23;1,049;2,75;0,704;0,722;5,709;7,63;11;0,09;19,52;43;133;167;679;5,99;436;0,321;5,39;0,7
"1048";"Cereal (General Mills Cocoa Puffs)";"Cereal (General Mills Cocoa Puffs)";57128000;83,7;12,2;18,5;5,6;1,6;6,5;37,2;1,4;1,8;1,7;2,1;1;5,2;370;0,148;16,7;59;222;272;564;13,9;527;1,852;0,7;2,1
"1049";"Cereal (General Mills Fiber One Honey Clusters)";"Cereal (General Mills Fiber One Honey Clusters)";57206710;83,9;27,4;19,2;7,69;1,6;35;17,79;1,2;2,68;0,2;0,69;0,4;2,59;192;0,35;31,2;77;192;372;394;14,39;0;1,92;0,62;1,2
"1050";"Cereal";"Cereal, corn flakes";57134000;84,1;8,7;17,9;7,5;1,52;8,3;9,5;1,34;3,76;0,067;0,196;0,116;0,4;5;0,198;28,9;39;102;168;729;1;490;1,79;0,12;0
"1051";"Cereal (Kellogg's Corn Flakes)";"Cereal (Kellogg's Corn Flakes)";57135000;84,1;8,7;17,9;7,5;1,52;8,3;9,5;1,34;3,76;0,067;0,196;0,116;0,4;5;0,198;28,9;39;102;168;729;1;490;1,79;0,12;0
"1052";"Cereal (General Mills Cheerios Fruity)";"Cereal (General Mills Cheerios Fruity)";57221810;84,19;17,5;18,5;5,8;1,6;13,1;32,2;1,39;2,2;1,79;1,89;0,69;4,59;370;0,194;16,7;30;222;214;501;13,89;534;1,85;0,79;0,9
"1053";"Cereal (General Mills Fiber One)";"Cereal (General Mills Fiber One)";57206700;84,3;12,3;16,7;6,59;1,39;9;1;1,29;3,22;0,5;1,29;0,4;2,29;333;0,185;15;53;200;374;356;12,5;1;1,66;0,3;0,6
"1054";"Fruit leather and fruit snacks candy";"Fruit leather and fruit snacks candy";91708030;84,31;13;0,1;0,55;0,06;1,6;53,37;0,064;11,25;1,48;0,551;0,661;2,84;25;0,171;0,88;17;28;229;258;0,19;4;0,3;0,56;18,2
"1055";"Cereal (General Mills Lucky Charms Chocolate)";"Cereal (General Mills Lucky Charms Chocolate)";57124300;84,4;12,6;17,89;5,59;1,5;9,9;36,79;1,29;2,29;2,1;1,6;0,6;4,4;357;0,212;16,1;57;214;249;539;13,39;505;1,78;0,57;1,5
"1056";"Cereal (General Mills Cookie Crisp)";"Cereal (General Mills Cookie Crisp)";57130000;84,5;12,8;19,2;5,2;1,6;7,3;34,8;1,4;2,3;1,4;1,7;0,8;4,4;385;0,213;17,3;31;154;231;457;14,4;546;1,923;0,57;1,5
"1057";"Cereal (General Mills Count Chocula)";"Cereal (General Mills Count Chocula)";57139000;84,5;13,1;18,5;5,4;1,6;6,5;33,09;1,39;1,89;2,29;1,6;0,6;4,69;370;0,148;16,7;30;222;228;488;13,89;526;1,85;0,62;1,7
"1058";"Cereal (General Mills Cheerios Banana Nut)";"Cereal (General Mills Cheerios Banana Nut)";57106060;84,69;14,7;17,89;5,5;1,5;11;33,09;1,29;2,2;1,2;1,89;0,69;4;357;0,166;16,1;57;214;255;533;13,39;506;1,78;0,53;1,2
"1059";"Cereal";"Cereal, frosted oat cereal with marshmallows";57305150;84,7;16,1;17,64;7,1;1,5;14,6;36,13;1,32;2,8;1,1;1,28;0,62;3,33;333;0,141;15;28;141;207;533;7,94;500;1,76;0,45;1,4
"1060";"Pineapple candy";"Pineapple candy, Puerto Rican style";91736000;84,86;5,7;0,402;0,65;0,051;1;83,75;0,111;13,54;0,016;0,047;0,009;0,37;23;0,146;0,64;27;6;173;2;0,19;3;0,106;0,02;0,4
"1061";"Cereal (General Mills Chex Corn)";"Cereal (General Mills Chex Corn)";57132000;85;12,9;16,1;6,4;1,39;12;11,1;1,2;2,5;0,6;1,29;0,4;2,4;323;0,143;26,1;26;129;197;719;12,1;440;1,61;0,25;0,1
"1062";"Cereal (Kellogg's Rice Krispies)";"Cereal (Kellogg's Rice Krispies)";57339000;85,05;6;17,967;6,75;1,29;19,6;9,87;1,77;5,06;0,593;0,626;0,458;2,05;5;0,186;30,42;27;125;125;527;1,39;1136;2,35;26,64;0
"1063";"Cereal (General Mills Chex Rice)";"Cereal (General Mills Chex Rice)";57336000;85,09;17,5;18,5;6,4;1,6;19,6;8;1,39;2,59;0,6;0,69;0,5;1,89;370;0,26;33,29;30;148;188;809;13,89;556;1,85;0,35;1
"1064";"Cereal (General Mills Golden Grahams)";"Cereal (General Mills Golden Grahams)";57224000;85,1;15,2;16,1;5,3;1,4;5,6;35;1,2;2,2;1,6;1;0,4;3,2;323;0,206;14,5;26;129;206;772;12,1;472;1,613;0,64;2
"1065";"Cereal (Malt-O-Meal Honey Graham Squares)";"Cereal (Malt-O-Meal Honey Graham Squares)";57305400;85,1;15,2;16,1;5,3;1,4;5,6;35;1,2;2,2;1,6;1;0,4;3,2;323;0,206;14,5;26;129;206;772;12,1;472;1,613;0,64;2
"1066";"Blueberry syrup";"Blueberry syrup";91301050;85,13;0,2;0,012;0;0,012;0,8;53;0,033;14,74;0;0;0;0;8;0,018;0,04;1;0;7;0;0,26;0;0,001;0,01;0,1
"1067";"Cereal (Kellogg's Special K Fruit & Yogurt)";"Cereal (Kellogg's Special K Fruit & Yogurt)";57344015;85,3;18,2;21,9;7,1;1,86;29,5;32,1;1,64;3;0,1;0,3;1,4;2,9;27;0,313;25,3;51;157;188;452;1,2;702;2,19;0;1,2
"1068";"Cereal (General Mills Frankenberry)";"Cereal (General Mills Frankenberry)";57211000;85,4;10,9;15,19;5,5;1,29;19,8;27,29;1,1;1,89;2,09;1,39;0,5;4,3;303;0,129;13,6;24;182;163;458;11,39;420;1,51;0,77;1,2
"1069";"Cereal (Quaker Cap'n Crunch)";"Cereal (Quaker Cap'n Crunch)";57117000;85,51;8,6;21,465;4,39;1,822;6,5;44,32;1,614;2,5;0,639;0,747;3,346;5,12;11;0,111;19,42;55;167;186;754;16,16;7;2,138;0,62;0,6
"1070";"Cereal (Kellogg's Rice Krispies Treats Cereal)";"Cereal (Kellogg's Rice Krispies Treats Cereal)";57339500;85,59;2,5;16,7;4,3;1,41;5,7;29,6;1,25;3,5;1,2;0,2;0,89;4,19;10;0,107;6;21;62;51;567;0,69;500;1,66;0,36;1
"1071";"Cereal (Post Cocoa Pebbles)";"Cereal (Post Cocoa Pebbles)";57127000;85,7;3,8;17,2;4,8;1,5;14;35,8;1,3;2,5;0,2;0,1;3,6;4,1;22;0,3;6,2;31;95;193;594;5,2;776;1,7;0,13;1,3
"1072";"Finger Foods";"Finger Foods, Puffs, baby food";54350020;85,79;11,5;28,767;6,19;2,267;6,2;17,84;1,563;3,62;0,306;0,527;0,143;2,3;535;0,213;24,74;60;448;196;13;17,46;1;1,8;10,33;1,3
"1073";"Cereal (Quaker Christmas Crunch)";"Cereal (Quaker Christmas Crunch)";57117500;85,92;8,6;21,736;4,44;1,846;6,5;44,31;1,635;2,5;0,627;0,751;3,081;4,83;11;0,151;19,78;55;168;186;724;16,36;27;2,179;0,42;1,1
"1074";"Cereal (Quaker Cap'n Crunch's Crunchberries)";"Cereal (Quaker Cap'n Crunch's Crunchberries)";57119000;85,93;8,6;20,75;4,45;1,8;10,4;44,2;1,6;2,5;0,63;0,75;3,08;4,83;11;0,119;19,8;55;168;187;725;15,56;7;2,14;0,63;0,6
"1075";"Cereal";"Cereal, fruit rings";57221700;85,94;5,8;15,63;4,69;1,33;9,9;45,31;1,16;2,5;1,47;0,976;0,687;3,2;313;0,064;28,12;24;78;104;453;11,72;448;1,55;0,01;0,1
"1076";"Cereal (Malt-O-Meal Tootie Fruities)";"Cereal (Malt-O-Meal Tootie Fruities)";57306800;85,94;5,8;15,63;4,69;1,33;9,9;45,31;1,16;2,5;1,47;0,976;0,687;3,2;313;0,064;28,12;24;78;104;453;11,72;448;1,55;0,01;0,1
"1077";"Brown rice cereal";"Brown rice cereal, baby food, dry, instant";57805500;85,98;33,4;16;8,7;0,17;23,4;0,72;0,93;1;1,085;1,072;0,61;3;55;0,368;47,6;28;272;386;12;0;0;0,98;0,65;0,7
"1078";"Cereal (Post Fruity Pebbles)";"Cereal (Post Fruity Pebbles)";57223000;86,1;3,7;18,52;4,62;1,57;10,2;34,28;1,39;3;0,16;0,12;3,6;4,02;19;0,14;6,67;16;71;72;531;5,56;833;1,85;0,13;1,3
"1079";"Cereal (General Mills Trix)";"Cereal (General Mills Trix)";57407100;86,19;10,7;18,79;4,9;1,89;6,5;32;1,6;1,89;1,79;1,39;0,5;3,79;313;0,117;16,89;25;188;162;500;14,1;669;2,18;0,5;1,3
"1080";"Cereal";"Cereal, crispy rice";57151000;86,22;6;28,967;6,69;1,288;18;12,12;2,05;3,62;0,243;0,293;0,36;1,26;5;0,149;32,73;23;98;106;545;1,3;1136;1,937;0,06;0
"1081";"Cereal";"Cereal, rice flakes";57337000;86,22;6;28,967;6,69;1,288;18;12,12;2,05;3,62;0,243;0,293;0,36;1,26;5;0,149;32,73;23;98;106;545;1,3;1136;1,937;0,06;0
"1082";"Coffee";"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, not reconstituted";92193005;86,28;0;0;0;0;0;66,67;0;0,16;0;0;13,333;13,33;0;0;0;0;0;57;333;0;0;0;0;0
"1083";"Cereal (Kellogg's Special K Blueberry)";"Cereal (Kellogg's Special K Blueberry)";57344001;86,3;16,8;23,3;6,9;1,98;25,9;26,7;1,75;3,5;0,1;0,5;0,4;1,5;18;0,338;27;55;164;204;481;1,3;745;2,33;0;5,3
"1084";"Cereal (Post Honeycomb)";"Cereal (Post Honeycomb)";57238000;86,63;8,6;15,62;6,01;1,33;10,4;31,51;1,17;1,5;0,6;0,91;1,29;2,93;11;0,13;8,44;45;132;142;553;4,69;678;1,56;0,17;0,6
"1085";"Cereal (General Mills Chex Honey Nut)";"Cereal (General Mills Chex Honey Nut)";57240100;86,67;11,3;15,6;6,3;1,29;10,5;28,1;1,2;2,2;0,5;1;0,5;2;313;0,13;14,1;25;63;219;600;11,69;432;1,56;0,21;0,1
"1086";"Fruit flavored snack";"Fruit flavored snack, baby food";67430000;86,68;9,1;0,057;0;0,01;1,9;57,4;0,015;12,89;0;0;0;0,02;12;0,037;0,24;7;9;54;89;0,03;0;0,014;0,01;0
"1087";"Cereal (Malt-O-Meal Coco-Roos)";"Cereal (Malt-O-Meal Coco-Roos)";57305170;86,75;2,6;16,67;3,41;1,41;5,2;48,11;1,25;2,5;0,887;0,555;2,57;4,61;333;0,319;30;27;72;201;350;12,5;481;1,66;0,02;0
"1088";"Cereal (Kellogg's Smart Start Strong)";"Cereal (Kellogg's Smart Start Strong)";57341200;86,8;14,9;40;7,5;3,4;28,7;27,79;3;2,5;0,1;0,5;0,3;1,5;29;0,263;36;29;131;182;398;30;688;4;27;1,1
"1089";"Rice cereal with apples";"Rice cereal with apples, baby food, dry, instant";57805080;86,89;10,1;20;6,7;1,5;11,6;3,22;1,3;3,2;0,615;0,92;0,503;2,4;850;0,373;37;15;423;410;16;1,4;0;0,09;0,22;1,5
"1090";"Yogurt covered fruit snacks candy";"Yogurt covered fruit snacks candy, with added vitamin C";91708150;86,9;57,8;0,173;0;0,343;6;65;0,079;3,73;0,983;3,886;1,389;7,5;500;0,021;0,19;23;190;338;75;0,86;1;0,069;0,6;13,5
"1091";"Cereal (Kellogg's Special K Red Berries)";"Cereal (Kellogg's Special K Red Berries)";57344010;87,09;14,3;22,6;6,3;1,91;13;29,7;1,69;3;0,3;0,5;0,3;1,29;24;0,246;26,1;59;166;229;619;1,29;499;2,25;15,3;1,2
"1092";"Cereal (Kellogg's Crispix)";"Cereal (Kellogg's Crispix)";57148000;87,19;6;24,1;6,59;2,04;12,4;12,8;1,8;3;0,2;0,3;0,2;0,8;9;0,205;28;13;45;71;660;5,19;494;2,41;0,1;0,1
"1093";"Cereal";"Cereal, chocolate flavored, frosted, puffed corn";57124200;87,2;4,5;17,637;3,34;1,499;6,5;43,7;1,323;3,42;2,079;0,231;0,961;3,5;70;0,24;15,87;36;141;176;534;0,56;1324;1,764;0,11;0,6
"1094";"Cereal (Kellogg's Smorz)";"Cereal (Kellogg's Smorz)";57341300;87,2;4,5;17,637;3,34;1,499;6,5;43,7;1,323;3,42;2,079;0,231;0,961;3,5;70;0,24;15,87;36;141;176;534;0,56;1324;1,764;0,11;0,6
"1095";"Fruit flavored drink";"Fruit flavored drink, powdered, not reconstituted, diet";92900200;87,38;0,1;0;0,45;0;0;0;0;1,84;0;0;0;0,04;1047;0;0,08;3;1239;498;404;0;0;0;0;0
"1096";"Caramel";"Caramel, chocolate-flavored roll";91703010;87,73;18,7;0,21;1,59;0,07;2,2;56,32;0,056;6,69;1,929;0,266;0,967;3,31;36;0,13;0,8;22;57;116;44;0,4;0;0,01;0,65;9,6
"1097";"Cereal";"Cereal, puffed rice";57340000;87,78;6;3,525;7,01;0,265;10,5;0;0,441;3,91;0,18;0,345;0,325;0,9;9;0,239;2,86;30;118;116;5;1,1;0;0;0,1;0,1
"1098";"Gumdrops";"Gumdrops, chocolate covered";91709000;87,84;12,9;0,115;2,14;0,093;1,8;56,88;0,036;1,14;2,012;0,385;5,183;8,3;55;0,146;0,95;18;59;108;54;0,64;17;0,014;0,14;1,6
"1099";"Marshmallow";"Marshmallow, candy-coated";91723020;87,85;0,1;0,05;1,16;0,007;1,3;72,68;0,001;10,54;0,051;0,03;0,036;0,24;2;0,065;0,17;1;5;4;52;0,03;0;0,002;0;0
"1100";"Cereal (Kellogg's Cocoa Krispies)";"Cereal (Kellogg's Cocoa Krispies)";57126000;87,9;8,7;16,1;4,6;1,37;16,1;38,6;1,21;2,81;0,3;0,1;2,1;2,7;127;0,332;14,5;38;102;197;424;5;1210;1,61;10,8;0,1
"1101";"Cereal (Malt-O-Meal Cocoa Dyno-Bites)";"Cereal (Malt-O-Meal Cocoa Dyno-Bites)";57305175;87,93;3,4;17,23;4,15;1,48;8,7;43,15;1,3;3;0,25;0,21;2,58;3,43;17;0,162;6,21;28;69;181;534;5,96;776;1,72;0,06;0
"1102";"Fruit snacks candy";"Fruit snacks candy, with high vitamin C";91708100;87,97;0,3;0,008;0,08;0,008;1,1;68,18;0,025;11,84;0;0;0;0;0;0,015;0;1;3;8;23;0,19;0;0,001;0;0
"1103";"Cereal (Kellogg's Froot Loops)";"Cereal (Kellogg's Froot Loops)";57213000;88;10,5;17,2;5,3;1,47;5,9;34,5;1,29;2,5;0,6;0,9;1,8;3,4;10;0,089;15,5;31;74;117;469;5,2;501;1,72;0,15;0,3
"1104";"Dietetic or low calorie gumdrops";"Dietetic or low calorie gumdrops";91770010;88,1;0;0;0;0;0,5;70;0;11,7;0,092;0,064;0,034;0,2;0;0;0;0;0;0;7;0;0;0;0;0
"1105";"Cereal (Kellogg's Apple Jacks)";"Cereal (Kellogg's Apple Jacks)";57104000;88,2;7,5;17,9;5,1;1,52;5,6;43,7;1,34;2,5;0,6;0,9;1,9;3,4;12;0,098;16,1;29;70;112;466;5,4;527;1,79;0,12;0,4
"1106";"Cereal (Kellogg's Honey Smacks)";"Cereal (Kellogg's Honey Smacks)";57243000;88,5;15,6;18,5;5,7;1,57;29,1;56,2;1,39;2,9;0,4;0,5;0,5;2,2;14;0,195;1,5;59;213;183;142;1,7;556;1,85;0,41;2,8
"1107";"Cereal (Malt-O-Meal Golden Puffs)";"Cereal (Malt-O-Meal Golden Puffs)";57306500;88,5;15,6;18,5;5,7;1,57;29,1;56,2;1,39;2,9;0,4;0,5;0,5;2,2;14;0,195;1,5;59;213;183;142;1,7;556;1,85;0,41;2,8
"1108";"Cereal";"Cereal, puffed wheat, sweetened";57416010;88,5;15,6;18,5;5,7;1,57;29,1;56,2;1,39;2,9;0,4;0,5;0,5;2,2;14;0,195;1,5;59;213;183;142;1,7;556;1,85;0,41;2,8
"1109";"Rice cereal with mixed fruits";"Rice cereal with mixed fruits, baby food, dry, instant";57805090;88,5;6,6;25,24;6,6;1,88;16,3;1,35;1,6;2;0,252;0,231;0,185;0,9;38;0,377;9;37;253;414;2;3,3;0;0,09;0,13;0,3
"1110";"Butter replacement";"Butter replacement, powder";81106010;89;0,4;0;2;0;0;5,3;0;5;0,276;0,057;0,589;1;23;0;2;0;8;2;1200;0;0;0;0;0
"1111";"Sugar substitute";"Sugar substitute, aspartame, powder";91201010;89,08;0;0;2,17;0;0,5;80,7;0;8,75;0;0;0;0;0;0;0,04;0;0;4;0;0,01;0;0;0;0
"1112";"Sugar substitute";"Sugar substitute, saccharin, powder";91200040;89,11;0;0;0,94;0;0;85,19;0;8,75;0;0;0;0;0;0;0,04;0;0;4;428;0,01;0;0;0;0
"1113";"Cereal (Kellogg's Frosted Flakes)";"Cereal (Kellogg's Frosted Flakes)";57349000;89,2;1,9;27,667;3,96;1,73;3,3;35,43;1,903;4,18;0,265;0,669;0,451;1,68;3;0,039;26,7;8;47;76;468;0,15;450;3,573;0,07;0,2
"1114";"Cereal (Kellogg's Froot Loops Marshmallow)";"Cereal (Kellogg's Froot Loops Marshmallow)";57213010;89,3;5,8;17,2;4,59;1,47;8,5;49,9;1,28;2,5;0,5;0,69;1,5;2,79;9;0,086;15,5;25;65;95;393;5,19;507;1,72;0,3;0,6
"1115";"Cereal (Kellogg's Corn Pops)";"Cereal (Kellogg's Corn Pops)";57347000;89,7;7,1;16,7;4,8;1,42;6,5;31,3;1,25;3;0,2;0,5;0,5;1,3;7;0,083;6;28;52;113;357;5;467;1,67;0,12;0
"1116";"Cereal (Malt-O-Meal Fruity Dyno-Bites)";"Cereal (Malt-O-Meal Fruity Dyno-Bites)";57305300;90,1;3,4;26,5;3,9;2,51;9;42,6;1,46;1,2;2,12;0,258;0,64;3,15;3;0,128;7,62;15;67;76;630;5,99;1090;2,74;1,27;0,2
"1117";"Cereal (Post Golden Crisp)";"Cereal (Post Golden Crisp)";57355000;90,1;13,8;18,5;5,5;1,6;48,6;53,6;1,4;1,4;0,6;0,6;0,2;1,7;15;0,2;6,7;59;227;176;95;5,6;832;1,9;0,33;0,9
"1118";"Sugar substitute";"Sugar substitute, powder, NFS";91200000;90,14;0;0;0,66;0;0,1;82,09;0;8,79;0;0;0;0;0;0;0,02;0;0;4;150;0;0;0;0;0
"1119";"Cereal (Malt-O-Meal Frosted Flakes)";"Cereal (Malt-O-Meal Frosted Flakes)";57305210;90,2;5,4;16,12;4,25;1,37;5,5;39,27;1,21;3;0,171;0,435;0,107;0,87;3;0,12;11,6;12;46;82;451;0,24;454;1,61;0,09;0,2
"1120";"Cereal";"Cereal, frosted corn flakes";57348000;90,2;5,4;16,12;4,25;1,37;5,5;39,27;1,21;3;0,171;0,435;0,107;0,87;3;0,12;11,6;12;46;82;451;0,24;454;1,61;0,09;0,2
"1121";"Chocolate beverage powder";"Chocolate beverage powder, dry mix, not reconstituted";11830160;90,28;3,3;0,199;4,55;0,056;1,9;81,82;0,009;1,1;0;0;2,273;2,27;455;0,909;0;53;86;280;136;6,82;0;0,909;0,04;0,9
"1122";"Butterscotch hard candy";"Butterscotch hard candy";91745040;90,4;0,8;0,002;0,03;0,016;0,6;80,46;0,012;5,25;0,845;0,122;2,065;3,3;4;0,001;0,01;0;1;3;391;0,09;28;0;0,09;0,3
